cik,sub_name,parent_name,first_seen,first_filing,time_out,batch_size,cross_cik,label,match_jaccard,wikidata_company,wikidata_acquirer
0000866729,9 story media group inc,scholastic corp,2024-09-27,1996-08-23,Between 2024-09-27 and 2024-12-20,58,0,1,1.0,9 Story Media Group,Scholastic Corporation
0000732717,at&t corp,at&t inc,2006-03-01,1994-03-18,Between 2006-03-01 and 2007-02-26,20,1,1,0.5,AT&T Laboratories,AT&T
0001067983,acme brick company,berkshire hathaway inc,2001-03-30,1999-03-30,Between 2001-03-30 and 2002-03-29,14,1,1,1.0,Acme Brick,Berkshire Hathaway
0001467373,acquity group limited,accenture plc,2013-10-29,2009-10-19,Between 2013-10-29 and 2014-10-24,56,0,1,1.0,Acquity Group,Accenture
0000047129,dollar rent a car inc,hertz corp,2013-01-31,1994-03-08,Between 2013-01-31 and 2013-03-04,31,1,1,0.5,Advantage Rent a Car,The Hertz Corporation
0001282637,afton chemical corporation,newmarket corp,2005-03-14,2005-03-14,Between 2005-03-14 and 2006-02-28,33,0,1,1.0,Afton Chemical,NewMarket Corporation
0000092122,alabama power company,southern co,2003-03-10,1996-04-08,Between 2003-03-10 and 2004-03-01,38,1,1,1.0,Alabama Power,Southern Company
0000097745,alfa aesar (china) chemical co ltd,thermo fisher scientific inc,2016-02-25,1994-03-09,Between 2016-02-25 and 2017-02-28,93,0,1,0.5,Alfa Aesar,Thermo Fisher Scientific Inc.
0001528356,american shale oil corporation,genie energy ltd,2011-10-07,2011-10-07,Between 2011-10-07 and 2013-03-21,11,1,1,1.0,American Shale Oil,Genie Energy
0000050725,ames true temper inc,griffon corp,2011-11-18,2011-11-18,Between 2011-11-18 and 2014-11-13,19,0,1,1.0,Ames True Temper,Griffon Corporation
0000895812,amiga inc,gateway inc,2000-03-30,1997-03-28,Between 2000-03-30 and 2001-03-05,33,0,1,1.0,"Amiga, Inc.",Gateway
0000811596,anglesey aluminium,kaiser aluminum corp,2003-03-31,2000-03-10,Between 2003-03-31 and 2006-03-31,3,1,1,1.0,Anglesey Aluminium,Kaiser Aluminum
0001137411,be aerospace bv,rockwell collins inc,2017-11-14,2001-12-19,Between 2017-11-14 and 2018-11-26,132,1,1,1.0,BE Aerospace,Rockwell Collins
0000022301,broadnet holdings bv,comcast corp,2000-03-01,1995-02-28,Between 2000-03-01 and 2001-03-02,134,1,1,1.0,Broadnet Holdings BV,Comcast
0001117106,bronto software limited,netsuite inc,2016-02-24,2007-07-02,Active as of 2016-02-24,6,0,1,1.0,Bronto Software,NetSuite
0000723612,budget truck rental llc,avis budget group inc,2006-03-01,1996-04-25,Between 2006-03-01 and 2007-03-01,134,1,1,1.0,Budget Truck Rental,Avis Budget Group
0000060086,cna financial corporation,loews corp,1994-03-25,1994-03-25,Between 1994-03-25 and 1996-03-28,7,0,1,1.0,CNA Financial,Loews Corporation
0000906553,the cannery hotel and casino llc,boyd gaming corp,2016-12-20,1996-09-30,Between 2016-12-20 and 2018-02-26,4,1,1,0.5,Cannery Casino Resorts,Boyd Gaming
0000058361,madison newspapers inc dba capital newspapers,lee enterprises inc,2007-11-29,1994-12-27,Between 2007-11-29 and 2008-12-31,1,0,1,0.5,Capital Newspapers,Lee Enterprises
0000896878,credit karma llc,intuit inc,2021-09-08,1996-10-24,Between 2021-09-08 and 2022-09-02,18,0,1,1.0,Credit Karma,Intuit
0001530721,jimmy choo (australia) pty ltd,capri holdings ltd,2019-05-29,2011-12-02,Between 2019-05-29 and 2020-07-08,37,0,1,0.6667,Jimmy Choo Ltd,Capri Holdings
0001141391,datacash ltd,mastercard inc,2011-02-24,2001-11-09,Between 2011-02-24 and 2012-02-16,30,0,1,1.0,DataCash,Mastercard
0001128928,daves killer bread inc,flowers foods inc,2017-02-23,2001-02-09,Between 2017-02-23 and 2018-02-21,3,0,1,0.5,Dave's Killer Bread,Flowers Foods
0000070866,digital insight,ncr corp,2015-02-27,1996-09-26,Between 2015-02-27 and 2016-02-26,11,0,1,1.0,Digital Insight,NCR Corporation
0000029915,dow agrosciences bv,dow chemical co de,2000-03-22,1995-03-23,Between 2000-03-22 and 2001-03-09,211,1,1,1.0,Dow AgroSciences,Dow Chemical Company
0001166691,dreamworks llc,comcast corp,2023-02-03,2003-03-20,Between 2023-02-03 and 2024-01-31,688,1,1,0.5,DreamWorks Classics,Comcast
0001734520,edgewater technology inc,alithya group inc,2018-09-12,2018-09-12,Active as of 2018-09-12,9,1,1,1.0,Edgewater Technology,Alithya Group
0000887921,elizabeth arden,revlon inc de,2018-03-15,1997-02-14,Between 2018-03-15 and 2019-03-28,13,1,1,1.0,"Elizabeth Arden, Inc.",Revlon
0001666175,fortisbc inc,fortis inc,2016-03-17,2016-03-17,Active as of 2016-03-17,18,0,1,1.0,FortisBC,Fortis Inc.
0001744489,tfcf movie channel inc,walt disney co,2021-11-24,2020-11-25,Between 2021-11-24 and 2022-11-29,36,0,1,0.5,Fox Movie Channel,The Walt Disney Company
0001308161,foxstar productions inc,news corp,2005-09-01,2005-09-01,Between 2005-09-01 and 2006-08-23,1234,1,1,1.0,Foxstar Productions,News Corporation
0000056873,fred meyer jewelers inc,kroger co,1999-08-20,1994-03-11,Between 1999-08-20 and 2000-04-27,51,1,1,1.0,Fred Meyer Jewelers,Kroger
0000923796,the geo group ltd,geo group inc,2014-03-03,1998-04-08,Between 2014-03-03 and 2015-02-26,56,0,1,0.6667,GEO Group Australia,GEO Group
0001002638,gxs ag,open text corp,2014-07-31,2003-09-29,Between 2014-07-31 and 2015-07-29,41,1,1,1.0,GXS Inc.,Open Text Corporation
0000915389,genovique specialties singapore pte ltd,eastman chemical co,2011-02-23,1997-03-13,Between 2011-02-23 and 2012-02-22,8,0,1,0.6667,Genovique Specialties Corporation,Eastman Chemical Company
0000092122,georgia power company,southern co,2003-03-10,1996-04-08,Between 2003-03-10 and 2004-03-01,38,1,1,1.0,Georgia Power,Southern Company
0001649338,gigle networks llc,broadcom ltd,2016-12-23,2016-12-23,Between 2016-12-23 and 2017-12-21,59,1,1,1.0,Gigle Networks,Broadcom
0001018840,gilly hicks llc,abercrombie & fitch co de,2008-03-28,1996-07-17,Between 2008-03-28 and 2009-03-27,9,0,1,1.0,Gilly Hicks,Abercrombie & Fitch
0001385187,given imaging inc,covidien ltd,2014-11-24,2007-04-20,Active as of 2014-11-24,19,1,1,1.0,Given Imaging,Covidien
0000021076,glad manufacturing company,clorox co de,2000-09-26,1994-09-26,Between 2000-09-26 and 2001-09-28,20,0,1,0.5,Glad,Clorox
0000800240,grand & toy limited,office depot inc,2015-02-24,1994-03-25,Between 2015-02-24 and 2017-03-01,17,1,1,1.0,Grand & Toy,Office Depot
0001091862,great lakes chemical (s) pte ltd,chemtura corp,2006-03-31,2000-03-30,Between 2006-03-31 and 2007-03-09,84,1,1,1.0,Great Lakes Chemical Corporation,Chemtura
0000835403,guinness nigeria plc,diageo plc,2010-03-31,2010-03-31,Active as of 2010-03-31,478,1,1,1.0,Guinness Nigeria,Diageo
0000832988,h samuel limited,signet jewelers ltd,2010-03-30,2010-03-30,Between 2010-03-30 and 2011-03-30,18,0,1,1.0,H. Samuel,Signet Jewelers Limited
0001637459,hp foods limited,kraft heinz co,2016-03-03,2015-04-10,Between 2016-03-03 and 2017-02-23,156,1,1,1.0,HP Foods,Kraft Heinz
0001390777,insight investment management,bank of new york mellon corp,2011-02-28,2008-02-28,Between 2011-02-28 and 2012-02-28,60,0,1,0.6667,Insight Investment,The Bank of New York Mellon
0000895655,rawlings japan llc,jarden corp,2013-02-27,1997-03-27,Between 2013-02-27 and 2014-03-03,24,1,1,0.5,Rawlings,Jarden
0001001039,the walt disney company iberia sl,walt disney co,2009-12-02,1995-12-28,Between 2009-12-02 and 2010-11-24,16,0,1,0.75,The Walt Disney Company Iberia,The Walt Disney Company
0000730263,jayco corp,thor industries inc,2016-09-26,2001-10-24,Between 2016-09-26 and 2017-09-27,5,0,1,1.0,Jayco,Thor Industries
0001544856,jumbo administradora sa,cencosud sa,2012-05-25,2012-05-25,Active as of 2012-05-25,81,0,1,0.5,Jumbo,Cencosud
0001320947,kettle foods holdings inc,diamond foods inc,2010-10-05,2010-10-05,Between 2010-10-05 and 2011-09-15,13,1,1,0.6667,Kettle Foods,Diamond Foods
0000868857,hunt construction group inc,aecom,2016-11-16,2007-01-29,Between 2016-11-16 and 2020-11-19,4,1,1,1.0,Hunt Construction Group,AECOM
0001226308,ibiquity digital corporation,dts inc,2016-03-07,2003-04-25,Active as of 2016-03-07,3,1,1,0.5,iBiquity,"DTS, Inc."
0001067983,iscar ltd,berkshire hathaway inc,2007-03-01,1999-03-30,Between 2007-03-01 and 2008-02-29,42,0,1,0.5,ISCAR Metalworking,Berkshire Hathaway
0001364962,incapsula inc,imperva inc,2011-06-17,2011-06-17,Between 2011-06-17 and 2014-02-28,10,0,1,1.0,Incapsula,Imperva
0001355096,qvc inc,liberty media corp,2007-03-01,2007-03-01,Between 2007-03-01 and 2008-02-29,403,1,1,0.5,QVC Group,Liberty Media
0000059558,lincoln financial media company,lincoln national corp,2008-02-29,1994-03-30,Between 2008-02-29 and 2009-02-27,58,0,1,1.0,Lincoln Financial Media,Lincoln National Corporation
0000858339,london clubs international limited,caesars entertainment corp,2008-02-29,1994-03-28,Between 2008-02-29 and 2008-10-29,88,1,1,1.0,London Clubs International,Caesars Entertainment Corporation
0001057352,g) loopnet inc,costar group inc,2016-02-26,1998-03-13,Between 2016-02-26 and 2017-02-24,4,0,1,1.0,LoopNet,CoStar Group
0001108109,lutheran health network cbo llc,community health systems inc,2013-02-27,2000-04-19,Between 2013-02-27 and 2014-02-26,587,0,1,0.75,Lutheran Health Network,Community Health Systems
0001359841,maidenform llc,hanesbrands inc,2014-02-06,2006-07-25,Between 2014-02-06 and 2015-02-06,24,0,1,1.0,Maidenform,Hanesbrands
0001067983,marmon rail group inc,berkshire hathaway inc,2024-02-26,1999-03-30,Active as of 2024-02-26,17,0,1,0.6667,Marmon Group,Berkshire Hathaway
0000831001,metalmark capital holdings llc,citigroup inc,2009-02-27,1994-03-31,Between 2009-02-27 and 2010-02-26,363,0,1,0.6667,Metalmark Capital,Citigroup
0001564708,move inc,news corp,2015-08-13,2013-05-24,Between 2015-08-13 and 2016-08-12,54,1,1,1.0,Move inc.,News Corp
0001336917,myfitnesspal inc,under armour inc,2016-02-22,2005-08-26,Between 2016-02-22 and 2017-02-23,1,0,1,1.0,MyFitnessPal,Under Armour
0001467373,navisite europe limited,accenture plc,2024-10-10,2009-10-19,Active as of 2024-10-10,46,1,1,0.5,NaviSite,Accenture
0000109694,nebraska furniture mart inc,berkshire hathaway inc de,1997-03-31,1997-03-31,Between 1997-03-31 and 1998-03-30,46,1,1,1.0,Nebraska Furniture Mart,Berkshire Hathaway
0001288776,neotonic software corporation,google inc,2004-07-12,2004-04-29,Between 2004-07-12 and 2005-03-30,4,0,1,1.0,Neotonic Software,Google
0001124610,nicira inc,vmware inc,2013-02-27,2007-04-26,Between 2013-02-27 and 2014-02-25,4,1,1,1.0,Nicira,VMware
0000813828,nickelodeon virtual worlds llc,viacom inc,2020-02-20,1994-03-31,Between 2020-02-20 and 2021-02-24,373,1,1,0.5,Nickelodeon Kids & Family Virtual Worlds Group,Viacom
0000934798,nordictrack inc,icon health & fitness inc,2002-05-31,2000-03-31,Active as of 2002-05-31,9,1,1,1.0,NordicTrack,Icon Health & Fitness
0001124198,ii nuscale holdings corp,fluor corp,2012-02-22,2000-11-22,Between 2012-02-22 and 2013-02-20,28,0,1,0.5,NuScale,Fluor Corporation
0001467858,opel wien gmbh,general motors co,2012-02-27,2009-08-07,Between 2012-02-27 and 2013-02-15,47,0,1,1.0,Opel Wien,General Motors
0001067983,oriental trading company inc,berkshire hathaway inc,2013-03-01,1999-03-30,Between 2013-03-01 and 2014-03-03,20,0,1,1.0,Oriental Trading Company,Berkshire Hathaway
0001591956,overland storage gmbh,sphere 3d corp,2018-03-21,2018-03-21,Between 2018-03-21 and 2019-04-01,15,1,1,1.0,Overland Storage,Sphere 3D
0001002517,persay inc,nuance communications inc,2011-11-29,2000-03-30,Between 2011-11-29 and 2012-11-29,25,0,1,1.0,PerSay,Nuance Communications
0001067983,precision castparts corp,berkshire hathaway inc,2017-02-27,1999-03-30,Between 2017-02-27 and 2018-02-26,22,0,1,1.0,Precision Castparts Corp.,Berkshire Hathaway
0001400891,premiere networks inc,iheartmedia inc,2015-02-19,2008-07-30,Between 2015-02-19 and 2016-02-25,1,1,1,1.0,Premiere Networks,iHeartMedia
0000925645,pro plus doo,central european media enterprises ltd,2018-02-08,1997-03-24,Active as of 2018-02-08,2,0,1,0.6667,Pro Plus,Central European Media Enterprises
0000789933,proctor silex canada inc,nacco industries inc,1996-03-29,1996-03-29,Between 1996-03-29 and 1997-03-27,24,1,1,0.6667,Proctor Silex,NACCO Industries
0001050915,quanta technology llc,quanta services inc,2008-02-29,1998-02-09,Between 2008-02-29 and 2009-03-02,42,0,1,1.0,Quanta Technology,Quanta Services
0001158172,rentrak bv,comscore inc,2023-03-02,2007-04-02,Between 2023-03-02 and 2024-03-12,49,1,1,1.0,Rentrak,Comscore
0000888675,metro ambulance service (rural) inc,american medical response inc,2011-09-27,2011-09-27,Active as of 2011-09-27,122,1,1,0.5,Rural Metro,American Medical Response
0001069258,sys,kratos defense & security solutions inc,2009-08-28,2001-03-29,Between 2009-08-28 and 2011-06-07,2,0,1,0.5,SYS Technologies,Kratos Defense & Security Solutions
0001318605,solarcity corporation,tesla inc,2017-03-01,2010-01-29,Between 2017-03-01 and 2018-02-23,267,1,1,1.0,SolarCity,"Tesla, Inc."
0000092122,southern company,southern co,2003-03-10,1996-04-08,Between 2003-03-10 and 2004-03-01,38,1,1,0.5,Southern Nuclear,Southern Company
0000895728,spectra energy corp,enbridge inc,2018-02-16,2018-02-16,Between 2018-02-16 and 2019-02-15,391,0,1,1.0,Spectra Energy,Enbridge
0000791519,staples argentina sa,staples inc,2011-03-02,1996-04-11,Between 2011-03-02 and 2012-02-29,20,0,1,1.0,Staples Argentina,Staples Inc.
0000093859,steak n shake inc,biglari holdings inc,1995-12-26,1995-12-26,Between 1995-12-26 and 1998-12-21,3,1,1,0.6667,Steak 'n Shake,Biglari Holdings Inc.
0000089089,stewart enterprises inc,service corporation international,2014-02-14,1994-03-31,Between 2014-02-14 and 2015-02-13,39,0,1,1.0,Stewart Enterprises,Service Corporation International
0000768262,sybase gmbh,sybase inc,1997-03-27,1997-03-27,Between 1997-03-27 and 1998-03-31,42,0,1,0.5,Sybase iAnywhere,Sybase
0000896878,tsheets hold co inc,intuit inc,2024-09-04,1996-10-24,Active as of 2024-09-04,10,0,1,0.5,TSheets,Intuit
0000911971,teekay petrojarl offshore llc,teekay corp,2016-05-02,2001-07-11,Between 2016-05-02 and 2024-08-07,287,0,1,0.6667,Teekay Petrojarl,Teekay
0001549346,turbosquid inc,shutterstock inc,2022-02-10,2012-08-30,Between 2022-02-10 and 2023-02-14,7,0,1,1.0,TurboSquid,Shutterstock
0001437107,discovery romania srl,warner bros discovery inc,2008-08-01,2008-08-01,Between 2008-08-01 and 2009-02-26,133,0,1,0.5,Warner Bros. Discovery Romania,Warner Bros. Discovery
0001308161,news broadcasting australia pty limited,news corp,2005-09-01,2005-09-01,Between 2005-09-01 and 2006-08-23,1234,1,1,0.6667,News Broadcasting,News Corp
0001001039,disney worldwide services inc,walt disney co,2013-11-20,1995-12-28,Between 2013-11-20 and 2014-11-19,14,1,1,0.5,Disney Publishing Worldwide,The Walt Disney Company
0001722482,vwr international (n ireland) ltd,avantor inc,2019-04-05,2019-04-05,Between 2019-04-05 and 2020-02-14,75,0,1,0.6667,VWR International,Avantor
0001136893,worldpay bv,fidelity national information services inc,2020-02-20,2001-05-18,Between 2020-02-20 and 2021-02-18,81,1,1,1.0,Worldpay,Fidelity National Information Services
0001117106,venda inc,netsuite inc,2015-03-02,2007-07-02,Between 2015-03-02 and 2016-02-24,6,0,1,1.0,Venda Inc,NetSuite
0000813828,viacomcbs international distribution inc,viacom inc,2021-02-24,1994-03-31,Between 2021-02-24 and 2022-02-15,20,0,1,0.6667,ViacomCBS International,Viacom
0001570585,virgin mobile group (uk) limited,liberty global plc,2014-02-13,2014-02-13,Between 2014-02-13 and 2015-02-13,620,1,1,0.75,Virgin Mobile UK,Liberty Global
0001437107,warner bros international television distribution inc,warner bros discovery inc,2023-02-24,2008-08-01,Between 2023-02-24 and 2024-02-23,863,1,1,0.6667,Warner Bros. Domestic Television Distribution,Warner Bros. Discovery
0001530950,the weetabix company inc,post holdings inc,2017-11-17,2012-01-09,Between 2017-11-17 and 2018-11-16,33,0,1,1.0,Weetabix Limited,Post Holdings
0000103379,vf apparel (shenzen) co ltd,v f corp,2010-03-03,1994-03-24,Between 2010-03-03 and 2011-03-02,10,0,0,0.0,,
0000023217,swift & company,conagra foods inc de,1998-08-28,1994-08-26,Between 1998-08-28 and 1999-08-25,25,1,0,0.0,,
0000923118,connellsville heritage apartments a partnership,home properties of new york inc,2002-02-27,1998-03-24,Between 2002-02-27 and 2003-03-14,26,0,0,0.0,,
0000895516,spectrum wine auctions llc,spectrum group international inc,2009-10-08,2001-09-28,Between 2009-10-08 and 2010-09-16,7,0,0,0.0,,
0000874761,sociedad anonima domestica de gas domegas,aes corporation,2002-03-25,1997-03-31,Between 2002-03-25 and 2003-03-26,512,0,0,0.0,,
0000707606,sungard software inc,systems & computer technology corp,2006-04-19,1995-12-21,Active as of 2006-04-19,173,1,0,0.0,,
0000096223,intl consilium emerging market absolute return fund llc,leucadia national corp,2008-02-29,1994-03-23,Between 2008-02-29 and 2009-02-27,97,0,0,0.0,,
0001712184,cable & wireless panama sa,liberty latin america ltd,2017-11-16,2017-11-16,Between 2017-11-16 and 2018-02-14,173,1,0,0.0,,
0000078460,duke energy group llc,piedmont natural gas co inc,2018-02-21,2006-01-17,Between 2018-02-21 and 2019-02-28,290,1,0,0.0,,
0001267238,assurant solutions nordic as,assurant inc,2008-03-03,2003-12-10,Between 2008-03-03 and 2009-02-27,16,0,0,0.0,,
0000029905,transchem pro inc,dover corp,2025-02-14,1994-03-30,Active as of 2025-02-14,25,0,0,0.0,,
0000028412,vrb croftwood llc,comerica inc new,2009-02-24,1994-03-30,Between 2009-02-24 and 2010-02-25,17,0,0,0.0,,
0000085535,royal camp bird inc,royal gold inc,2010-08-26,2004-09-13,Between 2010-08-26 and 2011-08-18,26,0,0,0.0,,
0000869267,east bergen imaging llc,diagnostic imaging services inc de,2011-01-10,1997-08-18,Active as of 2011-01-10,11,1,0,0.0,,
0000884905,topaz consultoria sa,praxair inc,1998-03-18,1997-03-14,Between 1998-03-18 and 1999-03-15,36,0,0,0.0,,
0001534500,visteon global technologies inc,visteon global technologies inc,2011-11-10,2011-11-10,Active as of 2011-11-10,115,1,0,0.0,,
0000024454,ragtrell limited,cooper industries inc,2001-03-30,1994-03-31,Between 2001-03-30 and 2002-02-20,36,1,0,0.0,,
0001872090,yxtcom holding limited,yxtcom group holding ltd,2021-09-28,2021-09-28,Active as of 2021-09-28,10,0,0,0.0,,
0000831001,anson aircraft ltd,citigroup inc,2002-03-12,1994-03-31,Between 2002-03-12 and 2003-03-03,368,0,0,0.0,,
0001711799,nr camp creek ii llc,nuveen global cities reit inc,2023-03-24,2017-07-27,Between 2023-03-24 and 2024-03-22,38,0,0,0.0,,
0001242646,warner electric (singapore) ltd,american enterprises mpt corp,2005-05-16,2005-05-16,Between 2005-05-16 and 2006-06-08,26,1,0,0.0,,
0000874265,canterbury of shepherdstown limited,genesis health ventures inc pa,2001-02-21,1996-12-30,Between 2001-02-21 and 2001-12-28,76,1,0,0.0,,
0001350031,"eq southeast equipment partners lp (va) (1% general partner; see also ""united telephone southeast ll",embarq corp,2008-02-29,2006-03-14,Between 2008-02-29 and 2009-02-13,18,0,0,0.0,,
0000925692,united artists communications [tyneside] ltd,tele communications inc co,1999-03-15,1994-06-23,Active as of 1999-03-15,286,0,0,0.0,,
0000007032,aramark food service of texas llc,aramark corp,2007-06-07,2007-06-07,Between 2007-06-07 and 2007-12-27,249,1,0,0.0,,
